RegionName,RegionType,StateName,State,City,CountyName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31
Sheepshead Bay,neighborhood,NY,NY,New York,Kings County,228160.9047480776,229341.49986476073,230881.70721950565,233938.7600509574,237137.27269142075,240561.97412393076,243765.12945192782,246256.35980398522,247979.86289203726,249531.9595317853,251836.284395299,254348.62831817256,257356.3657292618,261023.81472315043,264873.8102854274,268460.0222827774,271521.5018483246,274377.883245579,277032.2967089427,279181.11116594844,281432.7651226272,284004.7774293413,286930.3962141615,289760.3025271004,292531.68876349606,296038.3055183029,292701.8730670062,286905.53830613126,,,279302.0075647973,284259.8624158921,290493.091117504,297063.935685731,300241.5324745762,302277.3754658021,303747.5638761746,308897.4014664092,316873.41720836103,326535.73397046863,334844.18384002853,341595.4955584418,348091.95098135626,352500.50581892696,357181.7814354654,361608.03128534026,366971.3948257866,370789.0279442792,375156.68243648886,378824.39854765317,383285.47181964846,386092.86951379495,390272.1333772473,394219.5394817167,400846.2416001871,405996.79887703806,414278.2820149178,422243.0685033346,431616.59497172455,440016.43826777814,444307.47317206307,446641.3569742958,449410.83619000204,455197.2532089211,461881.77902287274,467933.932328749,475382.84605129785,484005.24260713696,492735.2968823546,501968.9578379534,507791.9299891894,513129.2405938641,516354.8179385115,518967.21910643677,515844.5420967671,514531.0026730157,514737.2473776988,521915.2443553703,527260.534631866,533405.4182680002,530009.4545762653,525475.6463393319,517498.5950392008,512778.843824623,509795.2302235609,506207.364839524,506383.171501756,503800.7844092916,503336.48227604263,501083.84465632914,499863.51901615557,500212.5711443091,496771.6274311145,493291.4103942297,490573.3004445263,489764.763244264,491162.01559631067,491532.9341022096,493779.2335172343,492937.2376642299,489976.7395568699,486621.09396451386,482574.2149416351,479175.18023611186,476276.7430423652,474096.6756389422,472753.339993232,471293.03684842744,468796.35386369674,464459.3415271334,460135.5997681874,456520.6103712094,454924.8921539139,452025.1084961539,448807.9969942025,445247.7342830615,443339.93547897524,441922.6055387878,443212.8047126596,445103.45823662815,449604.43564068497,454657.18530612596,458322.11772506475,460455.2946033894,462012.07887018454,465555.6603479294,470621.6529666856,474059.78569891845,476568.93665099307,476674.48252552975,477314.24903879006,476997.66703563626,477214.5213739429,475713.784640385,477061.0809543508,478573.8724947363,480670.50225328514,479514.2090477957,476964.99139462993,474808.5597823972,473943.2103994135,474147.959442774,474526.1278222106,476386.7853228501,478389.6833012023,480095.37939523725,479765.7652623493,479548.3564073704,480054.8071143,480777.89452515816,481608.0548825753,482090.8523463704,483964.09147865645,485085.8485930992,485789.12610589975,486114.0268579535,487595.1459338553,490368.3367463416,492439.84775718587,494410.8014883784,496247.2406575607,499074.9846788263,501259.3235172692,502888.68921283743,504955.54997086426,506662.7991558223,507213.7606652146,507700.3651902319,509301.487268801,512850.65034775255,516364.8245860686,520300.6032159042,524484.8993757362,527574.9853272367,529093.6339535755,528998.0124937225,530885.6126683491,534258.968361849,538445.5925342981,541838.521559734,545172.9800106221,548767.6694244638,551452.7294976865,554880.095071335,558604.7802200463,562877.511629764,567152.2186996368,571851.4110462408,578382.6097978366,585339.7219411446,591650.4359865536,596893.8467969772,601622.1212175898,606540.7799257928,610404.3098686696,613693.0663437406,617536.2845719951,623609.2568581452,630124.1654590284,634732.4531976044,636754.6882141142,639092.7714585997,644051.0127970289,652603.8029293014,660284.4027969434,671042.7295916093,681156.8585216585,692814.9636313616,699424.90619695,703608.520767219,704675.6934460797,706330.4101978635,707043.5133821387,712933.6914753598,718029.0293437372,724224.6137342345,730083.8557162686,734571.3439213278,738511.8573843747,740941.7508237846,743677.6921922085,747507.666835215,752614.9700834443,759925.6325075058,769795.8232260048,774299.9265905392,775839.9364662863,773286.3747803448,772664.5298973932,775074.2126878739,775291.0367731418,772934.6021144736,767129.4119107133,762809.889256354,760430.5682231775,758205.2710021338,754950.2311033072,751558.0729749812,754269.7192557823,758360.3906654068,760100.8860658837,753573.2616336223,744997.5311985491,737754.7343015632,733449.7209629492,731226.7479464359,726567.4714968767,719981.8131507904,714683.7934375838,713295.8863373423,714572.7010287048,716613.950567427,717885.36218475,721176.1061541829,726032.0746485185,729521.5462094108,732352.2539642899,729827.6346407043,726067.0239999426,718713.2785986974,710201.5630598321,705378.8781626723,703195.6653708493,703287.4527752078,704746.8838872625,708743.5998261807,715652.003651185,720987.4047434456,723274.1086180722,722742.6380418959,718614.763220562,711411.9123035743,700420.0273291649,691476.5568076017,682625.5830625668,677049.1593465661,666440.1504919358,656103.4813002549,643824.598637527,637593.3690515928,634657.5917593115,634080.9975637541,634290.803193073,633575.4234610425,632084.6495556725,628679.5967692292,624932.9124676577,622968.0163163784,623277.1659804854,624390.0653587222,627982.8817378451,632315.3126654421,636900.4844181719,638469.9640902946,641106.3420706424,645403.399352693,649616.4085271795,652396.4859846939,654201.3576898654,657909.5414327453,660219.5153633178,661903.2279783535,663293.5384817132,666250.3760178365,670126.7040388657,672980.8538695248,675399.7505743961,676275.4732978775,677092.5353360964,676660.1309504568,675985.323313915,675320.9327733543,676477.6081364676,678899.4407585579,682930.41980703
Borough Park,neighborhood,NY,NY,New York,Kings County,350542.2506801478,352509.63119747833,354721.78934447764,359412.6883724351,363839.70796424354,367537.0547210923,371018.0821135624,374363.74775401613,378907.29993351595,382056.5844755568,384918.1018794524,386751.9486783303,389885.1525736204,393400.45618411683,396597.6035754585,399338.3419867395,401348.2885505235,404533.6018826516,407702.44520855387,412772.68857719254,416409.56366606755,418983.00175109593,421233.54338907544,423733.1157401423,427825.6681320512,431431.75804907415,429557.8774702199,425082.96493273653,,418514.08160567685,420040.80701815995,427922.51153119165,437164.41631395713,446239.1688854741,450129.0901415923,452629.9478614945,454936.68481986533,463833.9033208387,477340.0765714313,493124.46800912655,505580.45876344433,515209.9228352804,520875.73241490795,517068.2080054639,510954.7433285274,506480.14231637586,510030.2944018028,514612.6178654142,517891.9167762236,516319.96468538017,514409.8839395104,513255.2415930151,516231.97650252795,519315.3789603009,524315.6793655292,529406.8131014258,538604.6854270838,548416.3788668457,558317.4816813852,563937.0563368257,566895.2003883487,570793.8610367395,579982.423023994,592020.945727346,603619.2411071192,613852.7914300739,627036.6720135454,641915.8125443048,655753.839219546,668851.1202872366,676435.4074811003,684388.0068119351,690209.6777549181,697756.6269239705,696556.7288115484,697084.4822932222,696331.1310705167,703987.6358233708,708827.7872001076,712675.551724013,708067.5268970759,703288.3266052104,697630.9739016182,695579.1915657517,696682.1486195322,697276.7239838663,701534.8514680839,701281.9546378227,702250.9982621496,700916.4516410973,700160.187569878,702104.9990436387,700845.5862437254,700112.7738838611,700342.107001894,701228.0747394034,705112.0937825897,708441.089848548,715165.7305587974,717873.4744610809,718673.287243184,717149.4842820322,714468.7865051714,711627.2799052653,708969.8418758857,706332.074483721,703426.0167830093,699779.6157723562,695918.8841531803,692143.071447623,690066.9103638052,684715.9256262776,677795.5544466759,671033.4199457266,667433.7834717811,666383.0569616879,663602.3955799924,660540.1776738124,658562.0419351481,660359.7674058037,664309.2229768602,671914.5754924016,671013.4059897148,666776.5758909051,659809.4665254656,657938.9461750904,661361.4041504313,663212.1548696801,665734.1269784583,664525.6192406943,664288.3229932607,661699.5804002244,659726.8238517962,656451.1252584927,661996.3332515582,668895.0047168407,674075.9636851676,671108.6093591778,665753.065194981,662383.3295186948,664480.3909663248,670106.9630277759,674032.6586485639,675751.8296661604,674782.8569514514,676069.7372916943,674857.5586543473,675101.393250432,675365.0421303556,676699.4584907572,678353.9466783401,678801.4177335344,680308.9668080006,681807.1033035334,685124.4648151532,689318.2102790088,694396.7538066873,698606.171306652,700880.2628371175,702957.797386384,706786.9828971205,711347.7195027274,713836.5385344932,715534.2070599897,720922.5631029572,728745.0347919028,737918.0326338921,746418.8956849677,754865.1373305895,764437.7818608949,773463.0505945041,781831.4616418864,787426.5814965934,789642.2522541062,791370.5840092282,792628.2394929314,796879.2557821932,802655.7469399129,810390.5118891983,817006.1437647875,820392.8534506963,819931.3280255565,817983.0696612165,816247.3591696626,818292.5449207677,822877.5652124211,830189.9206153044,837372.1311374344,845196.1627009715,855675.1458805338,866248.18762286,877500.8890018944,885844.9714322133,893934.7605739591,900189.4842181746,908086.5911071535,915715.8497665705,924013.8723318639,929013.5321839084,931113.5083851662,929078.0610410585,929334.9541149628,933078.0594382283,942852.6957961783,951664.0783857404,959696.2606555239,968297.961268242,978538.8030345602,988628.7549247505,994497.7290654648,1000281.624415316,1007725.289089642,1016268.5071700495,1025477.9387408677,1030940.8338915842,1037295.3375835888,1041336.3616958602,1046426.0096741185,1050248.2008695516,1053313.1913307533,1057809.7609895028,1061484.374418446,1068607.5915604963,1077249.7152562952,1088295.0180584758,1095478.1015246653,1099891.0019295241,1103327.562308898,1109907.9814906165,1116839.7765407304,1120185.4015489703,1117124.5533620527,1112091.2948676478,1110699.6411750687,1109624.260482128,1105023.7601160624,1096670.4193469693,1089632.1101907282,1088663.351754117,1087639.5020356693,1086188.6692861395,1079160.3608744529,1070164.331446631,1062997.00095541,1058338.733356126,1054076.9536551533,1047814.3846031335,1041633.6321679843,1038367.7453963743,1035198.8739416571,1034163.2151627919,1034132.570978593,1035959.4974498764,1038384.9774360541,1041484.2073173476,1047839.6040839845,1056365.8642464634,1063832.4740758243,1067267.237918226,1068017.7632874555,1070767.5880203925,1078469.518471563,1087567.4630407246,1094365.7977796039,1098069.6553432308,1101747.2603126876,1110583.8908046503,1121896.9878732322,1132694.4887230173,1142798.972141113,1149524.297069176,1153588.3065068692,1150985.0291260444,1148908.9700851878,1148074.1379968773,1150089.2915178034,1145414.5508441457,1133640.6757915744,1117149.468501446,1114069.563618574,1122222.844851153,1136415.029312254,1147938.356569364,1156210.9211216401,1160265.778576392,1158102.1879538835,1152369.0346807914,1149837.9289198483,1151792.034051661,1159035.8105794867,1174255.605262329,1191851.1968171152,1204952.6597126932,1206724.3773419925,1207387.972556094,1210176.2135733536,1216947.9567054603,1222719.161496184,1228083.5445695363,1235189.0817049518,1243411.9497983234,1253621.2068191327,1266275.3462852773,1279693.2089577082,1293899.3123507407,1306176.0520069983,1312030.2084668812,1312151.1233396118,1307104.9534133747,1303929.5137978469,1305253.6266436407,1312074.236195095,1327309.6424389316,1347260.6748361741,1370685.343545658
Gravesend,neighborhood,NY,NY,New York,Kings County,210137.8426109685,211049.82285121985,212715.15814882357,215445.07047225127,218754.9081103685,221498.1321322877,223938.96848468235,225452.19034749074,226975.7480084604,229251.12037601916,232014.68878994984,235001.3218443128,238140.922320719,241903.20854983982,245619.0674484979,249300.66347681856,252559.87279988965,255549.45060013738,258258.5283917775,261280.9479488434,264437.0084746422,267556.56112575904,270160.20678268565,272531.4606995207,275168.4485283724,278805.78530487523,283134.4505416432,287004.19026537193,289900.57392054255,292211.5006233409,294234.52584867534,299855.35320993187,306406.09816568927,313470.83152860607,316821.87880529574,319103.19998607744,320997.3400923516,326993.00952041347,335577.10408671683,345431.7778374123,353992.53769214684,361884.7945036546,368253.06441735826,368230.31223428063,365474.491360564,361908.99579875014,362666.71609741444,364212.25053809496,368681.9998884567,371843.7536621006,375115.9615387176,375247.28066846816,377475.93136878655,379006.33337796945,384315.4917757805,388515.0302233908,397799.92931721616,407314.0338195492,418257.9323468218,427059.431865068,432046.90904679423,435705.67113238905,439108.034472163,444966.1459890451,451502.36137671076,458121.15254590317,465311.20873763115,474584.26925135235,484442.2767885683,495452.0145069454,500881.65292783664,505077.4740502918,508708.0756179536,513660.7092994353,513433.3088652703,512449.92744933604,511944.22523176385,519318.73673827155,526654.4975784154,534896.9260830706,533926.7466019184,532859.8250750984,528518.9095862239,526625.8724205701,523735.8202243115,520358.6246688622,520281.24725682166,518169.25750793633,516967.93210707227,513546.7335239461,511244.5650194005,511100.48389288265,506835.9847363634,502189.7068087438,497801.9157418892,496438.5150015112,497916.3461947975,499214.62308515556,501447.323765638,500986.14888327074,499349.21552297164,497739.02314970765,495224.8237971039,493736.7443632016,493856.2009619162,494756.8604398002,496030.28619470826,497768.3927070545,498254.9080097382,496128.04779555724,491144.6987676543,485548.87227823195,480773.90239909216,476860.4473172683,472907.157883292,468807.99614077853,465561.57924840023,463320.4273545246,463627.75776822557,465241.81971810217,468698.6990405956,474389.5140521174,476296.0503895779,476387.28154581046,474425.93835972407,476231.39606171567,481041.12258816994,485088.19612779975,487996.4227780576,489048.7283258002,489262.77953369723,488112.0823846168,486755.731700877,484753.55399081664,487902.36797826766,491478.5972972936,494917.08429702837,492932.66253471095,488801.28239287453,486103.75736171665,485417.79554425814,485865.9546212456,485804.0975417648,486903.72624849546,487684.25635686115,489294.9257449996,489809.723014053,492246.2450359265,493993.75119967345,495184.18729957845,496287.0264022778,498024.56844564324,501596.9989359079,504374.51073696866,507374.4401754853,509414.4401949916,511596.37710604025,513678.52465053386,515014.60034595575,516879.28844463517,519694.19644459937,524217.07859266014,528498.6315994677,531786.5423435249,535540.7426348875,538688.504366013,542299.5802102522,544675.807783123,548761.5583503258,553989.5321434295,560447.903023508,566627.6869094662,571265.1571203101,573531.0852015647,575376.7150520353,576917.2948479854,581240.5266121832,585184.9961588442,590240.1211370067,594876.1864797461,600450.2631404749,606415.8402117462,611778.1573603562,617862.0835428409,624371.0188751958,630598.9860193387,635267.1557720742,640477.5591604098,648233.6305468461,656382.021074768,664015.4329124343,670085.0151818865,675795.3686549104,680228.0292795626,682433.8572150541,685036.6489868726,688814.5380523531,694094.3214126147,699482.0390433973,702578.1967165259,704212.0288620206,706188.1364005506,711324.8132724776,720146.6417928804,729192.3231356671,738038.9392194999,746231.2004104661,755069.2378705958,761888.0904670395,767552.2104046248,770397.647111522,774298.2681893694,777816.0901603951,783496.7379836634,785985.5149921076,787442.1122224837,787964.5489340369,789675.731423156,792713.1654410353,796587.0621681508,801953.3605429806,805987.3513464093,809765.2521048709,813337.5876110671,817218.5921228175,820049.8644184535,821824.9995460858,823153.048173556,827663.8963512876,834273.294175718,841121.8504908961,844390.7163596113,843517.1222856324,842747.3974032047,842631.7504654835,843027.3238812728,840855.4130464551,837935.1051034086,838946.2644753844,842770.3034780071,844425.5438044248,840397.4347064936,833796.7599749652,829251.4288107185,827232.1030180779,826954.7600550473,823884.5706368667,819650.854012222,816243.6333495803,815157.5193896772,816108.3876999095,816678.5831534746,815796.212953346,816358.3500552885,818577.1622813345,822798.8205276468,826139.3740744361,825626.3047921256,824939.6825352212,823702.4510969254,825014.9787157621,829747.9153698314,836882.7035441328,843082.7324589532,843994.973051244,842980.772129043,842756.2670587277,844028.3835458066,842457.7097890251,840804.7899612896,838995.092643966,835834.1268837113,828604.254811313,819949.4073698214,814222.504618994,812412.4126528427,807917.968388509,801356.7316238554,789901.7812283309,784278.0964679994,782407.0514856229,784527.92951454,785847.1017251598,784701.2312652903,782409.7661871231,779135.3723282268,775373.9560591591,772399.5795116288,770769.2116149738,771412.7930080807,776597.9144356629,783487.7940256145,789150.7736003803,790361.4058788819,791877.868269435,794911.9242888145,798844.0358786779,800964.8520934522,802723.3577694506,804524.1555067896,805758.0271634079,807658.1220985511,809689.4760981756,813123.9674272696,814951.8873848038,816217.90399516,816321.5114355624,816715.2636079226,817912.6428516665,819319.9501928402,820702.394556359,821059.4617474499,822772.0188382188,824134.8677421218,827221.7990007587
Midwood,neighborhood,NY,NY,New York,Kings County,268992.365157434,269731.37828495336,271246.44899119873,274224.7000503797,277825.43015861866,281407.9427119374,285613.8699161162,289522.53237314423,293339.55792198627,296128.76729192835,299185.24383958627,302291.49806552293,306242.26041283103,310864.8993809405,315692.3315267537,319812.7207910505,323319.9003763241,326370.22783867625,329402.60465564724,332186.65372777963,334867.67646206723,337349.4849692409,339722.6710138921,341987.45986352075,344523.5342214895,348564.8135557219,353742.27896008734,358983.0679181028,362859.9394107671,365706.99071163713,368432.59571279766,375733.6806447173,384058.780974611,392497.7267358941,396438.0303804805,399114.19499936985,401271.7864280793,408366.5029732128,419243.4564779944,432215.22234437644,443123.90451040684,457707.12483671797,475052.1627274745,488524.011673422,494611.9272481708,496786.1436571893,501362.3133139056,506531.5591987411,512692.6651172486,519088.6206143868,525026.2600094075,528660.3815419757,533913.5406909243,540066.4858092315,549806.2332415736,555811.7677544027,565593.5929978823,574889.0405796082,586102.7029319508,594901.506103835,599635.5012841205,602252.239811779,606773.4370320193,613691.8743220974,620737.1951146392,626362.2361276279,634322.2035470771,645876.7166780105,657961.9684254996,671806.5676886952,681084.7132028429,689286.4065876519,693000.2261129107,694895.8875977054,688323.4513887771,683420.5482562886,681222.3546237343,688436.3870301908,694274.4150239062,701141.9207812124,698575.4857791421,696105.9547067602,688386.7560943705,683594.1806038076,680490.6356947591,677568.8822985162,678760.6553004294,677332.889145319,678128.8881887877,676191.9493337037,674122.4185291948,673759.2833910091,670121.622297871,666772.2896391962,665668.0727879448,666519.7626091419,669930.9157645964,671659.6601272753,674556.9296727864,672981.5828051264,667645.0642446554,662046.8213209107,654849.4640615113,648780.1328212772,642822.5931449238,638119.1683483558,634628.9201165726,631868.3289591317,629676.018618879,625872.2771179309,621253.168442416,616982.2107332217,614486.5154119851,610682.7836870338,605374.7930979158,599143.5393654754,595407.2441377327,591971.7081606361,591133.3886933579,589770.7646641644,590463.4428015518,591552.7580575907,590938.1561394435,588259.9198228241,586419.3297339265,587497.572840632,591929.4319165424,593958.6295665053,594845.5958818699,593727.9761601159,592842.6585062923,592562.9503932619,592946.9097772335,593336.3856286762,597420.7382072367,600758.1613617238,602906.12135872,600165.4706827932,596898.503102122,595593.106450654,597522.0693719496,600243.1438377335,602381.7702899204,604574.2679604822,606762.1199996147,607982.6587209087,606662.5600123013,605593.421996112,605286.4744242755,605870.9619190383,606617.9653343641,607883.9284961965,610741.1388022573,613791.3595011295,615605.0517596154,616697.3184751659,616658.7425512042,617224.8305885465,617506.5175650455,619398.4976512542,623808.4443149368,629470.3601048675,635251.8444203191,640256.2937432847,646127.7879126836,652175.5015668884,656903.9519251686,660476.2047845448,663332.4796525432,667291.1882198376,671929.142273752,677727.9835429667,683499.7923597209,687253.3290741349,689746.6737246837,691079.8598993848,695610.1594851761,700739.4830697627,707750.7396369149,713794.2090917658,720063.8551782056,725813.6817623264,728869.4469170138,733002.0785924718,737961.8106224205,745465.7710550906,752692.0943037351,761084.5822087963,771418.8044680338,781818.2093468962,790223.7568667425,799288.4043073449,808055.5295587113,817695.6365217579,823767.7672919445,829454.1239460177,835288.4501094916,842750.5394790889,850654.3336165589,855926.188365818,857567.3434980283,859218.4191560388,864802.0863758189,876123.8329604035,887266.5814142161,898239.619322151,907012.6764360884,917085.6393718951,922643.6369015379,925967.2099438392,926943.2423803778,930096.740208252,933845.3694741275,938530.8267538884,942142.6805369981,946248.6769185358,950275.0649887355,954106.5398784392,960053.7413407263,966269.801644991,973884.3640806292,978075.8303340897,982500.0617228089,987065.38831806,992706.8633993597,995130.6876876295,995805.9366714614,995066.9358676915,999146.0555525973,1006110.7693049689,1014155.006126503,1018247.9850787111,1018107.8494215235,1018538.4805893752,1020308.9258302598,1021960.9167600985,1020329.920683777,1019127.7001311863,1021397.1421112429,1025286.2473677606,1026994.4327368337,1026030.3614348428,1024699.645392103,1023635.1787845384,1022123.5501849846,1019928.0443743834,1017713.1975110363,1015557.0270919511,1015345.0733219822,1014509.5739338876,1014461.9024851397,1012748.433850462,1010073.0022663899,1009785.1201096689,1012100.0915197777,1016393.007471588,1019844.9673853113,1021932.4432402338,1022090.9573166306,1019671.5170099391,1015648.7669921988,1015190.0347521635,1016911.749557221,1017596.0391278276,1017055.9421615625,1017295.3698482098,1022682.7524152956,1028512.595459147,1033666.3116467833,1038003.5342189902,1038188.1620728169,1033939.7084188112,1022950.9402028524,1013299.1949020227,1005415.6688793221,1000298.0454895986,988456.5582851641,973629.6284575827,956193.9576529884,948788.6227575531,946631.867383798,947642.2541236435,947624.0228069844,945291.6812749604,941633.5646940805,937998.9191504988,935526.3962026594,935056.6519666329,933819.6541699357,933483.9970130911,938796.6821310237,947749.926608235,955481.160578543,956833.2982167383,957016.5411887638,958826.9630624377,961991.4556672476,964516.5297116566,966925.6861123369,971398.8415689688,974954.6689187712,978900.9114813977,982679.9250309082,992833.7440483792,1004258.5313288862,1015549.2104302322,1021891.1451120259,1026218.7444979608,1030246.0677983955,1033972.5608230428,1038313.4532274912,1041778.9547825136,1048714.7295125374,1057450.5594583086,1065851.5675642362
